employee_id,first_name,last_name,gender,aadhaar_id,pan_id,state,city,region,hiredate,department,job_title,education_level,salary,performance_rating,overtime,company_name,birthdate,termdate
00-35860278,Riya,Toor,Female,886028496355,XRZBB6882V,Tamil Nadu,Madurai,South,2024-06-30,Operations,Logistics Coordinator,Bachelor,71210,Good,No,BYJU'S,2003-10-17,
00-89149363,Hardik,Dube,Male,459530196549,SBUQH2651K,Delhi,New Delhi,North,2018-08-24,Customer Service,Support Specialist,High School,100431,Satisfactory,Yes,Wipro,1985-12-23,
00-19437811,Gaurika,Devi,Female,488707136042,BYCWA4441B,Maharashtra,Pune,West,2015-02-14,Sales,Business Development Executive,Bachelor,58031,Good,No,Infosys,1983-03-11,
00-80634031,Saksham,Sarna,Female,642556862229,BTIGU4093G,Maharashtra,Nagpur,West,2017-12-19,Operations,Logistics Coordinator,Bachelor,114371,Good,No,BYJU'S,1973-06-08,
00-29269049,Abeer,Korpal,Male,170648723583,YQOXX0860O,Delhi,New Delhi,North,2021-10-31,Customer Service,Support Executive,Bachelor,120497,Satisfactory,No,Tech Mahindra,1997-09-25,
00-13114394,Urvi,Om,Female,407627325538,EVHOE8711B,Karnataka,Mangaluru,South,2015-04-15,Sales,Sales Specialist,PhD,158258,Satisfactory,No,L&T,1962-03-10,
00-37950822,Onveer,Chada,Male,832301464675,YYGBP3285W,Telangana,Nizamabad,South,2018-04-07,Sales,Sales Representative,Bachelor,99288,Good,No,Wipro,1975-09-06,
00-18280943,Oeshi,Patel,Female,201044330509,OVPUV0540X,Telangana,Warangal,South,2017-08-18,Operations,Logistics Coordinator,Bachelor,126638,Good,No,Flipkart,1974-08-02,
00-74524276,Yatan,Doshi,Female,948655842252,WLNMJ4729S,Gujarat,Vadodara,West,2023-10-02,Sales,Sales Specialist,Bachelor,108854,Good,No,Wipro,1988-06-30,
00-76338559,Oviya,Kari,Female,293252674942,WTELB9317I,Telangana,Warangal,South,2020-02-20,Operations,Inventory Specialist,High School,59634,Satisfactory,Yes,BYJU'S,1974-09-04,
00-83485277,Pushti,Sachdev,Male,303577793124,BPNSF1204U,Tamil Nadu,Madurai,South,2019-12-01,Operations,Inventory Specialist,Bachelor,103596,Satisfactory,No,ICICI Bank,1980-05-28,
00-37391589,Tara,Varty,Female,447763065858,DWLJY6396C,Telangana,Nizamabad,South,2017-10-17,Sales,Business Development Executive,Master,124413,Good,No,ICICI Bank,1981-12-22,
00-95466939,Janaki,Balan,Male,403785814429,NSKMC0330W,Karnataka,Mangaluru,South,2023-06-11,Sales,Sales Specialist,PhD,121958,Needs Improvement,Yes,ICICI Bank,1994-05-30,
00-57386072,Advaith,Varughese,Female,174981886961,COPBB5859C,Karnataka,Mangaluru,South,2018-12-10,Sales,Business Development Executive,Master,69945,Excellent,No,Zomato,1995-04-18,
00-34979042,Frado,Nigam,Female,415624206051,UKTMP3278R,West Bengal,Asansol,East,2023-04-25,Sales,Sales Representative,Bachelor,125461,Good,No,Ola Cabs,1981-12-23,
00-26827919,Nitesh,Saraf,Male,571902327107,UDYJV1188G,Tamil Nadu,Madurai,South,2022-01-23,Operations,Inventory Specialist,Bachelor,67487,Excellent,No,Paytm,2005-02-25,
00-50171869,Balhaar,Dora,Male,664317210463,UBBRT7865P,West Bengal,Howrah,East,2020-11-25,Marketing,Digital Marketing Associate,Bachelor,70419,Good,No,Flipkart,1994-03-07,
00-38083463,Dalbir,Venkatesh,Female,545931813125,HLYPM2138A,West Bengal,Howrah,East,2018-12-21,Customer Service,Support Specialist,High School,100649,Good,No,ICICI Bank,1968-02-28,
00-47352778,Oni,Ratti,Male,747186294368,REHIY2650O,Gujarat,Ahmedabad,West,2022-11-19,Finance,Financial Analyst,Bachelor,131136,Satisfactory,Yes,Paytm,1983-05-13,
00-27952139,Daksha,Murthy,Male,945845840222,LMJAC9444K,Gujarat,Vadodara,West,2023-11-27,Operations,Logistics Coordinator,Bachelor,127916,Good,No,Wipro,1980-11-02,
00-70226735,Abhiram,Mammen,Female,545190677421,TATOA2217D,Tamil Nadu,Coimbatore,South,2020-11-24,IT,IT Support Specialist,High School,90350,Good,No,Infosys,1993-09-25,
00-99958079,Manan,Raval,Male,675423735349,WDINN9867G,Karnataka,Mangaluru,South,2020-06-11,Customer Service,Help Desk Technician,Bachelor,83739,Satisfactory,Yes,Wipro,2003-02-07,
00-31651383,Samesh,Sathe,Female,602277469033,NMCYX3887X,Delhi,Rohini,North,2023-09-11,Marketing,Content Creator,High School,88283,Good,No,ICICI Bank,1981-10-29,
00-28842069,Nidhi,Hora,Female,300402342033,ROQOJ7287E,Karnataka,Mysuru,South,2017-11-17,IT,IT Support Specialist,Bachelor,65475,Satisfactory,No,TCS,1980-05-16,
00-52127236,Frado,Bansal,Female,483666943658,JQHBP5881H,Delhi,Rohini,North,2022-07-15,Operations,Logistics Coordinator,Bachelor,112971,Excellent,No,Zomato,1991-06-29,
00-96338872,Madhavi,Date,Male,653296773759,IXOCQ5334H,Telangana,Warangal,South,2023-07-09,Operations,Logistics Coordinator,Bachelor,103937,Good,No,HDFC Bank,1975-04-03,
00-50186679,Bhanumati,Kala,Male,191154168249,ULTRG5066B,Telangana,Warangal,South,2017-02-03,Operations,Inventory Specialist,Bachelor,138282,Satisfactory,No,Paytm,1984-10-04,
00-67528839,Devika,Verma,Male,865126749075,UJFGY4823T,Karnataka,Bengaluru,South,2018-05-05,Operations,Logistics Coordinator,Bachelor,100060,Satisfactory,Yes,ICICI Bank,1985-04-07,
00-66634199,Nathaniel,Bajaj,Female,682230947605,OLZVR4155G,Maharashtra,Mumbai,West,2023-01-11,Operations,Operations Analyst,Master,73694,Satisfactory,Yes,HDFC Bank,1984-11-07,
00-50068214,Aarna,Khurana,Male,779693892529,CHPYY7666Q,Tamil Nadu,Chennai,South,2017-10-30,Customer Service,Support Specialist,Bachelor,113825,Excellent,No,HDFC Bank,1980-11-21,
00-21280341,Daksha,Sami,Female,786744786873,DLNZK2869M,Maharashtra,Mumbai,West,2022-12-26,Operations,Operations Analyst,Master,68263,Satisfactory,No,Ola Cabs,1994-03-08,
00-90909562,Indrajit,Bhasin,Male,970153987405,TCBUT5765K,Gujarat,Vadodara,West,2020-11-03,Operations,Inventory Specialist,High School,70319,Good,Yes,HCL Technologies,1969-02-13,
00-26291846,Aashi,Tripathi,Male,526142274045,CEERW8569U,Karnataka,Mangaluru,South,2023-05-10,Marketing,Digital Marketing Associate,Bachelor,139092,Good,Yes,Tech Mahindra,1988-03-31,
00-14020263,Champak,Dash,Male,457431891004,QPEKV1816I,Maharashtra,Mumbai,West,2020-06-12,Customer Service,Help Desk Technician,High School,61078,Excellent,No,HCL Technologies,1996-03-04,
00-97882410,Abdul,Setty,Female,363150810866,LBYUT3659K,Maharashtra,Pune,West,2020-05-03,Finance,Accounts Payable Specialist,Bachelor,114735,Excellent,No,Reliance,1999-09-02,
00-16183383,Warinder,Walla,Female,528235984887,KQCSK9962F,Telangana,Warangal,South,2023-11-04,Customer Service,Help Desk Technician,High School,106459,Good,No,TCS,1976-10-14,
00-29946809,Vivaan,Palla,Male,159370627235,DHZFC2958P,Telangana,Warangal,South,2017-04-19,Customer Service,Support Executive,Bachelor,120289,Satisfactory,No,Infosys,1976-11-28,
00-52993120,Logan,Purohit,Male,398475487009,LKGOH2858L,Karnataka,Mysuru,South,2019-07-09,Sales,Sales Specialist,Bachelor,133181,Good,No,L&T,1976-08-14,
00-15924829,Yug,Cheema,Female,958677895324,QTUPB6985G,Maharashtra,Nagpur,West,2016-04-29,Sales,Sales Representative,Bachelor,113343,Satisfactory,No,Wipro,1997-04-14,
00-60744027,Reyansh,Patel,Female,961574236837,TAFCB4554M,Tamil Nadu,Coimbatore,South,2022-06-15,Operations,Logistics Coordinator,Bachelor,92780,Satisfactory,No,Ola Cabs,1973-09-19,
00-25602232,Manan,Sandal,Male,565456566363,KZOTF6788G,Karnataka,Mysuru,South,2022-10-29,Operations,Logistics Coordinator,Bachelor,63490,Excellent,No,Paytm,1992-10-18,
00-17800425,Finn,Chanda,Male,203799820487,OSFSX0234W,Telangana,Hyderabad,South,2023-01-23,IT,IT Manager,Master,77648,Good,No,BYJU'S,1985-06-12,
00-39222886,Kalpit,Soni,Male,690129299292,XBFAH8876K,Delhi,Dwarka,North,2022-03-20,Operations,Logistics Coordinator,Bachelor,140865,Good,No,Infosys,1972-04-17,
00-73417994,Faras,Pingle,Male,239282369649,GVUOC5672H,Karnataka,Mangaluru,South,2022-09-04,Operations,Logistics Coordinator,Bachelor,76494,Satisfactory,No,Flipkart,1977-05-10,
00-36535527,Neha,Venkataraman,Female,836140476194,XXKXS5560W,Maharashtra,Pune,West,2023-10-11,Sales,Sales Representative,Bachelor,114766,Satisfactory,No,BYJU'S,1993-08-06,
00-90849362,Aishani,Tara,Male,323197895893,QDBUZ5769P,Uttar Pradesh,Noida,North,2017-08-20,Sales,Sales Specialist,Bachelor,83488,Satisfactory,No,Wipro,1975-05-27,
00-40826295,Ria,Suri,Female,847830194410,NNHYG3415J,Tamil Nadu,Madurai,South,2017-09-24,Operations,Logistics Coordinator,Bachelor,71985,Good,No,TCS,1983-09-10,
00-76562497,Omaja,Gaba,Male,870239283109,BLBWA6745Z,Telangana,Hyderabad,South,2020-02-22,Operations,Operations Analyst,Master,94929,Satisfactory,Yes,Wipro,1979-12-18,
00-42189979,Joshua,Sundaram,Female,124250596310,XTLOH0574N,Maharashtra,Nagpur,West,2024-09-16,Operations,Inventory Specialist,Bachelor,64188,Good,No,Paytm,1994-04-15,
00-82477349,Kai,Varghese,Male,868729620429,MUOCY6807Q,Tamil Nadu,Chennai,South,2021-11-11,Customer Service,Support Specialist,High School,67750,Excellent,No,Zomato,1971-02-12,
00-30138834,Jacob,Kala,Male,406511768251,IDUNA0640L,Maharashtra,Pune,West,2018-06-15,Operations,Operations Analyst,Master,82644,Satisfactory,No,Reliance,1967-09-26,
00-66225136,Bachittar,Dugar,Male,184951704204,MVXVO8312F,Tamil Nadu,Chennai,South,2020-12-10,Sales,Sales Representative,Bachelor,113821,Good,No,Paytm,2001-12-13,
00-80089957,Kala,Dani,Male,233358021037,TADVI1380F,Uttar Pradesh,Lucknow,North,2023-08-07,Customer Service,Support Specialist,High School,95258,Good,No,Tech Mahindra,1995-12-06,
00-51635538,Nilima,Choudhary,Female,808832860416,CFVFS5177S,Karnataka,Bengaluru,South,2022-02-13,Operations,Inventory Specialist,Bachelor,103179,Satisfactory,Yes,Wipro,1988-04-04,
00-51257824,Bimala,Baria,Male,846433304030,RVSOC1692A,Maharashtra,Pune,West,2023-07-10,Operations,Inventory Specialist,High School,104403,Satisfactory,No,Paytm,1987-03-31,
00-67688530,Jacob,Prabhu,Female,680994919437,YGBVV8638L,Maharashtra,Mumbai,West,2016-04-21,Customer Service,Support Specialist,Bachelor,72893,Needs Improvement,No,ICICI Bank,1991-04-11,
00-64086804,Kavya,Mitter,Female,122080538479,WDPBW9730G,Karnataka,Bengaluru,South,2023-04-18,Marketing,Content Creator,High School,106083,Satisfactory,No,HCL Technologies,1983-03-11,
00-59621887,Ayaan,Dhar,Male,561201407983,HAVUU6600X,Maharashtra,Pune,West,2023-02-21,Sales,Sales Specialist,Master,67404,Satisfactory,No,Ola Cabs,1982-12-14,
00-39583465,Oviya,Bava,Male,449963215533,WUWIC9198M,Maharashtra,Nagpur,West,2023-12-08,Operations,Inventory Specialist,High School,122819,Excellent,Yes,TCS,1985-01-14,
00-34820795,Dalaja,Mander,Male,500025937581,NIQEO9295P,West Bengal,Asansol,East,2024-03-19,Sales,Sales Representative,Bachelor,89222,Satisfactory,No,ICICI Bank,1980-04-01,
00-96579527,Vrinda,Agate,Male,523518026421,QPWSH3282J,Tamil Nadu,Madurai,South,2019-02-14,Marketing,Digital Marketing Associate,Bachelor,145461,Good,Yes,Tech Mahindra,1972-05-28,
00-72860884,Ikshita,Bir,Female,896939205515,TMUVW1702T,Karnataka,Mysuru,South,2021-11-13,Operations,Inventory Specialist,High School,80554,Good,No,Reliance,1993-04-09,
00-84525122,Omisha,Srivastava,Female,368744337314,QAPFA5772C,Gujarat,Surat,West,2016-07-28,IT,IT Support Specialist,Bachelor,124935,Good,No,TCS,1980-07-05,
00-25591074,Sneha,Nazareth,Male,855978621634,NTYGB2996P,Maharashtra,Nagpur,West,2021-10-12,Sales,Sales Specialist,PhD,57013,Satisfactory,Yes,ICICI Bank,1966-01-13,
00-57584767,Vaishnavi,Deo,Female,338288816137,QPINW0281P,Uttar Pradesh,Lucknow,North,2015-10-05,Sales,Sales Representative,Bachelor,129101,Needs Improvement,No,TCS,1977-11-06,
00-51281758,Yamini,Sharma,Male,642846863872,BYENT7432E,Karnataka,Mangaluru,South,2018-10-05,HR,Recruiter,High School,107094,Satisfactory,No,Tech Mahindra,1993-04-09,
00-49259013,Saumya,Dixit,Female,658592458023,SGACJ2503V,Gujarat,Surat,West,2015-11-12,Sales,Sales Representative,Bachelor,110063,Satisfactory,Yes,Ola Cabs,1979-04-25,
00-22470378,Eshana,Chakraborty,Male,927374909944,MCWXU9028J,Delhi,New Delhi,North,2017-10-19,Operations,Inventory Specialist,Bachelor,134888,Good,Yes,Ola Cabs,1997-12-18,
00-15125899,Nimrat,Ram,Female,561335473370,ETITT3259D,West Bengal,Kolkata,East,2019-03-26,Operations,Logistics Coordinator,Bachelor,64654,Good,Yes,Paytm,1970-02-07,
00-96786699,Megha,Nori,Male,280749223966,JNJCG5581O,Uttar Pradesh,Noida,North,2018-07-16,Operations,Logistics Coordinator,Bachelor,130497,Good,No,Reliance,1999-07-20,
00-52561127,Saanvi,Mall,Female,665992507633,MRFHU3941J,Karnataka,Bengaluru,South,2022-08-24,Operations,Logistics Coordinator,Bachelor,90141,Good,No,L&T,1992-11-13,
00-42744602,Noah,Bakshi,Female,195830428632,GBKRY4466M,Uttar Pradesh,Kanpur,North,2016-07-27,Customer Service,Support Executive,Bachelor,61788,Good,No,L&T,1985-10-20,
00-75833918,Dayamai,Dasgupta,Female,260834028974,UQTRF9683P,Karnataka,Mysuru,South,2017-08-23,Operations,Inventory Specialist,High School,71777,Needs Improvement,No,Ola Cabs,2001-03-25,
00-90454158,Frederick,Hans,Male,495621542626,LCNPQ1440N,Karnataka,Mysuru,South,2024-12-14,Operations,Operations Analyst,Bachelor,115481,Good,No,TCS,1979-01-08,
00-88281396,Chatresh,Vig,Male,832217759414,GMETI8947S,Karnataka,Mysuru,South,2016-03-10,Operations,Logistics Coordinator,Bachelor,119627,Good,No,Ola Cabs,1986-08-01,
00-71252813,Vamakshi,Thakkar,Male,376243960630,BMNYF2775C,Delhi,Dwarka,North,2020-11-23,IT,System Administrator,Master,112682,Satisfactory,No,Tech Mahindra,2004-10-11,
00-77124350,Jai,Wali,Female,663921187816,DQWNL3693V,Maharashtra,Mumbai,West,2020-03-06,Sales,Sales Representative,Bachelor,81578,Good,Yes,Ola Cabs,2002-02-12,
00-95556335,Anirudh,Maharaj,Male,546850094794,LRWEG6796M,Delhi,Dwarka,North,2021-10-14,Sales,Business Development Executive,Bachelor,90700,Good,Yes,Paytm,2004-01-08,
00-65241287,Yatan,Sawhney,Male,979296863677,VFJFJ4408L,Delhi,Dwarka,North,2023-01-31,Finance,Financial Analyst,Bachelor,68223,Excellent,No,ICICI Bank,1979-09-19,
00-11500221,Ekani,Ratti,Male,238389011752,UQAZQ5946S,West Bengal,Kolkata,East,2017-08-03,Sales,Sales Representative,Bachelor,106375,Good,No,HCL Technologies,1973-04-29,
00-77448607,Vyanjana,Bajaj,Female,282561664028,QDXAE9623C,Gujarat,Surat,West,2022-05-04,Customer Service,Help Desk Technician,High School,109061,Good,Yes,Zomato,1967-11-04,
00-65462976,Pranit,Sachdeva,Male,686662657043,ONFOF9726W,Tamil Nadu,Chennai,South,2018-01-09,Operations,Inventory Specialist,Bachelor,132643,Good,Yes,TCS,1998-11-27,
00-35131272,Edhitha,Raja,Male,864985774273,VOYYR6808K,Karnataka,Bengaluru,South,2023-04-04,Sales,Sales Specialist,Master,68828,Satisfactory,Yes,Reliance,1976-10-15,
00-72877311,Ishwar,Chaudhary,Female,746529679471,NVCLO4819A,Karnataka,Mysuru,South,2017-07-17,Sales,Sales Representative,Bachelor,69844,Satisfactory,Yes,TCS,2000-07-20,
00-70116087,Bhavika,Dhawan,Male,760022003642,FEGID6199U,Maharashtra,Nagpur,West,2020-03-07,Customer Service,Help Desk Technician,Bachelor,134745,Good,Yes,Zomato,1996-11-10,
00-63877702,Gaurav,Dube,Female,302540941139,UIJII4346H,Maharashtra,Pune,West,2017-04-22,IT,Software Engineer,Master,75320,Satisfactory,Yes,L&T,1992-10-05,
00-50693222,Nikita,Gara,Female,192628975720,ZREXH1012F,Karnataka,Mangaluru,South,2023-01-22,Customer Service,Help Desk Technician,Bachelor,99406,Excellent,No,Flipkart,1965-11-01,
00-77162898,Eshana,Golla,Female,570990699818,OFVBG5462N,Karnataka,Bengaluru,South,2024-01-10,Marketing,SEO Specialist,High School,135607,Satisfactory,No,Reliance,1977-01-26,
00-66895154,Dalbir,Misra,Male,788785803912,QLWQA1673X,Uttar Pradesh,Kanpur,North,2020-05-22,Operations,Inventory Specialist,High School,63899,Good,No,Zomato,1988-01-31,
00-78056965,Ekaja,Dhar,Male,442970397733,YAAXG9169W,Delhi,Dwarka,North,2022-05-31,Sales,Business Development Executive,Bachelor,115564,Good,Yes,L&T,1975-12-10,
00-96574372,Ekiya,Kuruvilla,Female,510423200865,OEXEF5562F,Karnataka,Mysuru,South,2024-05-17,Customer Service,Support Executive,Bachelor,95405,Good,Yes,TCS,1995-09-08,
00-18536735,Jai,Ben,Male,567573251415,WBYWE2155E,Delhi,Rohini,North,2023-03-15,Customer Service,Support Executive,Bachelor,130038,Good,No,Reliance,1986-11-17,
00-73579221,Warjas,Tailor,Male,274035300568,ZDLMH3843D,Maharashtra,Pune,West,2023-07-05,Sales,Business Development Executive,PhD,111842,Satisfactory,No,HDFC Bank,1989-09-30,
00-34434819,Yamini,Rajan,Female,250892298309,DBFWA6706Q,Tamil Nadu,Madurai,South,2018-12-12,Sales,Sales Specialist,Bachelor,52900,Satisfactory,No,L&T,1984-08-26,
00-12157461,Amruta,Bhat,Female,406287345129,JDLRD7336H,Delhi,New Delhi,North,2020-04-26,Operations,Logistics Coordinator,Bachelor,92847,Satisfactory,No,TCS,2004-12-12,
00-60924415,Niharika,Bhatti,Male,378634876561,DVZYP8971D,Tamil Nadu,Madurai,South,2023-06-26,Sales,Business Development Executive,Master,60905,Good,No,TCS,1980-02-05,
00-14779586,Nikita,Kaur,Male,416156678597,TFBZV6665A,Tamil Nadu,Madurai,South,2022-11-29,Finance,Financial Analyst,PhD,97321,Satisfactory,No,Reliance,1984-08-08,
00-32622570,Anirudh,Luthra,Female,347965545085,IOXPW9978M,Uttar Pradesh,Kanpur,North,2023-07-21,Sales,Sales Specialist,Bachelor,107443,Satisfactory,No,BYJU'S,1966-08-15,
00-16751287,Harrison,Koshy,Male,988999498440,KDKTA6506E,Gujarat,Vadodara,West,2018-10-05,Operations,Inventory Specialist,High School,131750,Good,Yes,TCS,1977-03-13,
00-85924206,Jeremiah,Modi,Male,307773088153,AZFFK9435S,Delhi,New Delhi,North,2020-07-26,IT,Software Engineer,Bachelor,61831,Good,No,Wipro,1998-07-24,
00-57435084,Sanaya,Chacko,Female,227913253325,NOUUU6301I,Delhi,New Delhi,North,2017-11-05,Customer Service,Support Specialist,High School,95107,Good,No,Wipro,1982-03-16,
00-28405649,Xiti,Jani,Female,254448502461,ARKNW4246X,Delhi,New Delhi,North,2016-10-12,Sales,Business Development Executive,Bachelor,73215,Good,No,Tech Mahindra,1978-11-16,
00-41068035,Lucky,Prakash,Male,246073720403,QYUAH0143N,Maharashtra,Nagpur,West,2015-07-16,IT,IT Support Specialist,High School,102007,Good,Yes,Zomato,2004-03-13,
00-95900301,Om,Korpal,Female,536145501290,GCEZN4432T,Karnataka,Bengaluru,South,2023-07-15,Operations,Operations Manager,Bachelor,79420,Good,No,Ola Cabs,1993-07-29,
00-77322698,Pallavi,Seth,Male,733209481685,EWXRA5980J,Maharashtra,Pune,West,2023-01-16,Sales,Sales Representative,Bachelor,91593,Good,Yes,L&T,1990-01-14,
00-25170229,Ucchal,Mann,Female,127392467831,HRKEU5511I,Tamil Nadu,Chennai,South,2024-08-26,Customer Service,Support Specialist,Bachelor,115803,Good,No,HCL Technologies,1993-11-30,
00-36624439,Oliver,Acharya,Male,577323724929,ECFHA3566M,Delhi,Rohini,North,2021-01-22,Sales,Sales Specialist,PhD,113711,Good,No,Infosys,1972-12-05,
00-57993371,Vasatika,Mahajan,Female,845056958261,XXTCH2760Y,Maharashtra,Pune,West,2019-08-06,Customer Service,Support Executive,Bachelor,72393,Good,No,ICICI Bank,1996-01-07,
00-85213055,Lajita,Panchal,Female,662197476044,BDCDR3103I,Uttar Pradesh,Kanpur,North,2024-11-03,Customer Service,Support Executive,High School,78829,Good,Yes,L&T,1991-01-22,
00-49848608,Simon,Uppal,Male,824766053139,STFHJ7624P,Gujarat,Surat,West,2017-04-13,Sales,Sales Representative,Bachelor,66938,Excellent,No,Ola Cabs,1981-07-02,
00-34888857,Neel,Walla,Male,527841287612,TNLCH7684T,Telangana,Nizamabad,South,2018-07-24,IT,System Administrator,Master,74886,Excellent,No,BYJU'S,2001-10-29,
00-90571742,Charita,Chakraborty,Male,294068127561,SHALV1353I,Delhi,Rohini,North,2023-05-24,Operations,Logistics Coordinator,Bachelor,143420,Good,No,Flipkart,1979-09-23,
00-19626573,Jason,Dey,Female,571656938651,YAGJD0447O,Gujarat,Surat,West,2015-09-21,Customer Service,Help Desk Technician,Bachelor,79660,Good,No,Ola Cabs,1982-09-02,
00-74889205,Ati,Sankaran,Male,720233627065,TRBVO3312J,Maharashtra,Mumbai,West,2015-03-18,Operations,Logistics Coordinator,Bachelor,132156,Good,No,Paytm,1968-09-30,
00-40314308,Yamini,Nadkarni,Female,390458963859,YDVBW0877A,West Bengal,Howrah,East,2018-11-18,Sales,Sales Representative,Bachelor,62459,Satisfactory,No,Zomato,2002-05-01,
00-63573878,Hema,Lal,Female,158809592439,QQCZQ2134F,Maharashtra,Pune,West,2021-12-23,Customer Service,Help Desk Technician,High School,109200,Good,No,TCS,2004-12-01,
00-24402824,Sneha,Mahajan,Male,702892814989,KJLRR0759L,West Bengal,Howrah,East,2019-03-31,Operations,Logistics Coordinator,Bachelor,118299,Good,No,Reliance,2005-01-02,
00-84138047,Ekanta,Om,Female,215383366449,FMHBH1947I,Karnataka,Mysuru,South,2022-03-18,HR,Recruiter,Bachelor,113818,Good,Yes,Ola Cabs,1966-09-18,
00-55790970,Falguni,Babu,Male,215568160964,RJNWK7709F,Gujarat,Surat,West,2023-11-29,Operations,Inventory Specialist,High School,112634,Good,No,HCL Technologies,2003-04-28,
00-93584161,Kiaan,Agate,Male,573074802797,SSYXF1566S,Uttar Pradesh,Kanpur,North,2018-08-10,Operations,Operations Analyst,Bachelor,74603,Good,Yes,Reliance,1990-12-16,
00-63051946,Aayush,Andra,Male,274565898843,ULHHF5682J,Maharashtra,Nagpur,West,2023-09-02,Customer Service,Support Specialist,Bachelor,83634,Good,Yes,ICICI Bank,1988-03-14,
00-72579777,Odika,Suresh,Male,673815679972,NILEA9687M,Tamil Nadu,Chennai,South,2023-10-05,Operations,Inventory Specialist,Bachelor,116229,Good,Yes,HDFC Bank,1985-02-26,
00-89836952,Finn,Brahmbhatt,Male,597397687659,XHWCU0932B,Uttar Pradesh,Lucknow,North,2023-07-16,Marketing,Digital Marketing Associate,Bachelor,119082,Satisfactory,No,BYJU'S,1998-03-14,
00-68017647,Sai,Dasgupta,Female,611756344060,DACJU1664P,Tamil Nadu,Coimbatore,South,2016-05-08,Customer Service,Customer Service Manager,PhD,145322,Good,No,Wipro,1971-05-10,
00-71060629,Krisha,Parmar,Female,432263731968,EFPYT8046O,Gujarat,Ahmedabad,West,2023-05-21,Marketing,Content Creator,High School,132553,Good,Yes,Wipro,1973-07-07,
00-66653716,Abhiram,Dash,Female,791470129839,TGJCU2063A,Delhi,New Delhi,North,2019-06-18,IT,IT Support Specialist,Bachelor,101640,Excellent,No,L&T,2000-04-06,
00-95886951,Reyansh,Saxena,Male,628530045578,WNUQD8890M,Karnataka,Mysuru,South,2022-01-04,IT,System Administrator,Bachelor,127032,Good,No,Ola Cabs,1966-05-22,
00-56501383,Anmol,Mand,Female,841442018034,YAJTO8190X,Karnataka,Mangaluru,South,2022-09-05,Marketing,SEO Specialist,High School,125524,Good,No,L&T,1985-08-26,
00-66071167,Ishita,Handa,Male,181796211671,DBKIF8865X,Maharashtra,Nagpur,West,2020-02-02,IT,Software Engineer,Bachelor,137984,Needs Improvement,No,Zomato,1977-05-13,
00-94856640,Chavvi,Kant,Male,758136622208,JBACW7389H,West Bengal,Kolkata,East,2022-03-27,Customer Service,Support Specialist,Bachelor,122332,Needs Improvement,No,BYJU'S,2000-10-08,
00-86990436,Wakeeta,Patil,Male,588146082474,ATOWY3219L,Karnataka,Mangaluru,South,2017-01-14,Operations,Operations Analyst,Master,82568,Good,Yes,L&T,1970-11-07,
00-67612115,Waida,Kadakia,Female,721323929501,XYPVC7113Z,Tamil Nadu,Madurai,South,2023-01-03,HR,HR Assistant,Bachelor,65823,Satisfactory,No,Flipkart,1987-06-22,
00-10616444,Meghana,Choudhry,Male,367051193883,YBAIN3886C,Tamil Nadu,Chennai,South,2024-11-13,Operations,Logistics Coordinator,Bachelor,134681,Excellent,Yes,BYJU'S,1966-12-31,
00-42624940,Xiti,Tak,Female,118590527311,TLKWM1213K,Delhi,Dwarka,North,2015-03-04,HR,HR Assistant,Bachelor,69085,Good,No,Zomato,1994-06-09,
00-13175428,Rishi,Gill,Male,510195992224,PRHUG7399L,Gujarat,Ahmedabad,West,2022-01-24,IT,Software Engineer,Bachelor,150647,Good,No,BYJU'S,1972-07-07,
00-94496641,Kabir,Bhattacharyya,Female,309764861838,EUIPH1014I,Uttar Pradesh,Lucknow,North,2017-02-16,Customer Service,Support Specialist,Bachelor,72898,Good,Yes,ICICI Bank,1971-05-10,
00-60659429,Vedant,Virk,Female,282080861780,NXFFN3812B,Tamil Nadu,Chennai,South,2022-09-23,Sales,Sales Specialist,PhD,123612,Good,No,Zomato,1960-10-20,
00-58047080,Anusha,Handa,Male,759592570727,VTEAG4575Z,West Bengal,Howrah,East,2019-11-05,Operations,Inventory Specialist,High School,87196,Excellent,Yes,TCS,1998-05-01,
00-19328821,Arin,Walia,Male,237026167167,EMDSC7405A,West Bengal,Howrah,East,2022-08-12,Sales,Sales Representative,Bachelor,85686,Satisfactory,No,Flipkart,1968-04-30,
00-37715962,Sudiksha,Agate,Female,243193841531,RSNEB8051R,Delhi,Dwarka,North,2023-12-08,Customer Service,Support Specialist,Bachelor,56971,Good,No,Flipkart,1975-01-08,
00-73333991,Charles,Naidu,Male,871304238768,XTATM6441O,Uttar Pradesh,Noida,North,2023-06-07,Customer Service,Help Desk Technician,Bachelor,144128,Satisfactory,Yes,Tech Mahindra,1995-05-22,
00-14623117,Niharika,Mahal,Male,952539913854,YFWLQ2636Z,Maharashtra,Mumbai,West,2021-02-14,Sales,Sales Specialist,Bachelor,130865,Good,No,BYJU'S,2001-12-27,
00-58136112,Zarna,Shukla,Female,434402588551,ANDVL9862K,Maharashtra,Nagpur,West,2017-06-30,IT,System Administrator,Bachelor,84946,Good,No,HDFC Bank,1966-04-18,
00-20763396,Zansi,Bassi,Female,560872547775,GNZDL4212Q,Gujarat,Ahmedabad,West,2018-11-18,Operations,Inventory Specialist,Bachelor,112649,Good,No,TCS,2001-05-15,
